Source,Target,weight
63.0,60.0,2.0
63.0,61.0,3.0
63.0,62.0,6.0
64.0,11.0,1.0
64.0,48.0,5.0
64.0,55.0,5.0
64.0,57.0,1.0
64.0,58.0,10.0
64.0,59.0,9.0
64.0,60.0,2.0
64.0,61.0,6.0
64.0,62.0,12.0
64.0,63.0,4.0
65.0,48.0,3.0
65.0,55.0,2.0
65.0,57.0,1.0
65.0,58.0,5.0
65.0,59.0,5.0
65.0,60.0,2.0
65.0,61.0,5.0
65.0,62.0,5.0
65.0,63.0,5.0
65.0,64.0,7.0
66.0,48.0,1.0
66.0,58.0,3.0
66.0,59.0,1.0
66.0,60.0,1.0
66.0,61.0,1.0
66.0,62.0,2.0
66.0,63.0,1.0
66.0,64.0,3.0
66.0,65.0,2.0
67.0,57.0,3.0
68.0,11.0,1.0
68.0,24.0,1.0
68.0,25.0,5.0
68.0,27.0,1.0
68.0,41.0,1.0
68.0,48.0,1.0
69.0,11.0,1.0
69.0,24.0,1.0
69.0,25.0,6.0
69.0,27.0,2.0
69.0,41.0,1.0
69.0,48.0,1.0
69.0,68.0,6.0
70.0,11.0,1.0
70.0,24.0,1.0
70.0,25.0,4.0
70.0,27.0,1.0
70.0,41.0,1.0
70.0,58.0,1.0
70.0,68.0,4.0
70.0,69.0,4.0
71.0,11.0,1.0
71.0,25.0,1.0
71.0,27.0,1.0
71.0,41.0,1.0
71.0,48.0,1.0
71.0,68.0,2.0
71.0,69.0,2.0
71.0,70.0,2.0
72.0,11.0,1.0
72.0,26.0,2.0
72.0,27.0,1.0
73.0,48.0,2.0
74.0,48.0,2.0
74.0,73.0,3.0
75.0,25.0,3.0
75.0,41.0,1.0
75.0,48.0,1.0
75.0,68.0,3.0
75.0,69.0,3.0
75.0,70.0,1.0
75.0,71.0,1.0
76.0,48.0,1.0
76.0,58.0,1.0
76.0,62.0,1.0
76.0,63.0,1.0
76.0,64.0,1.0
76.0,65.0,1.0
76.0,66.0,1.0
